"inst_name","NUM","numV","numE","LIFO","maxOrders","timelimit","radius","stop","OriginCost","NUM_enum","Two_enum","Three_enum","Four_enum","TIME_enum","TIME_exact","LTL_enum","MSTL2_enum","MSTL3_enum","MSTL4_enum","COST_enum","impr_enum","bundle_enum","delayOrder_enum","delayTime_avg_enum","delayTime_sd_enum","epsilon_exact","MAXDEV_exact","instb_exact","SAVE_avg_exact","SAVE_sd_exact","NUM_LCS","Two_LCS","Three_LCS","Four_LCS","TIME_LCS","ITER_LCS","ITER_SP","LTL_LCS","MSTL2_LCS","MSTL3_LCS","MSTL4_LCS","COST_LCS","impr_LCS","gap_LCS","bundle_LCS","delayOrder_LCS","delayTime_avg_LCS","delayTime_sd_LCS","epsilon_LCS","MAXDEV_LCS","instb_LCS","SAVE_avg_LCS","SAVE_sd_LCS","epsilon_PR","MAXDEV_PR","instb_PR","SAVE_avg_PR","SAVE_sd_PR","epsilon_DR","MAXDEV_DR","instb_DR","SAVE_avg_DR","SAVE_sd_DR"
"inst_ZJ_500_1",583,1168,608132,TRUE,4,12,100,500,3864453.33,23096,11897,10587,29,621.3621667,621.3710333,357,98,10,0,3429809.033,11.24723887,38.7650085763293,2,0.2,0.188561808,2.466753189,0.034685747,1.106027628,28.96450419,22.70823166,2051,1235,231,2,2.284816667,19,7924,357,98,10,0,3429809.033,11.24723887,0,38.76500858,2,0.2,0.188561808,2.466753189,0.034685747,10.92150171,28.90823732,22.94345731,2597.608276,34.89504754,14.77328133,27.68265946,13.91625177,116.7978793,1.46956854,0.438810336,28.95080584,23.42819852
"inst_ZJ_500_2",517,1036,337411,TRUE,4,12,50,500,3443614.315,3072,1569,950,36,505.8481167,505.8505167,363,68,6,0,3188586.724,7.405811668,29.7872340425532,1,0.933333333,0,26.36692165,0.373831327,5.636007828,24.19082073,19.33930849,940,322,100,1,0.594033333,8,820,363,68,6,0,3188586.724,7.405811668,0,29.78723404,1,0.933333333,0,26.36692165,0.373831327,14.89361702,24.17211623,18.96753371,2585.926288,35.4350064,9.468085106,23.27273697,14.4692258,461.5542733,6.349511296,1.382978723,24.40296856,19.25428605
"inst_ZJ_500_3",565,1132,408930,TRUE,4,12,50,500,3712064.314,3920,2124,1229,2,632.3077333,632.3097333,371,79,12,0,3395499.066,8.528010871,34.3362831858407,4,0.270833333,0.37672443,21.97216001,0.31161234,5.692995529,25.48998317,20.85593564,1172,440,166,1,1.720466667,12,1084,371,79,12,0,3395642.226,8.524154257,0.00421617,34.33628319,4,0.270833333,0.37672443,23.52468441,0.333630464,15.61433447,25.41665923,20.42787121,2700.173941,32.98478327,10.49488055,23.98758723,14.26046963,1040.611111,12.11559772,2.133105802,25.46761886,20.62556151
"inst_ZJ_500_4",540,1082,375640,TRUE,4,12,50,500,3604967.39,4106,2160,1402,4,496.4207,496.4224667,347,74,15,0,3253910.568,9.738141418,35.7407407407407,1,0.483333333,0,17.24173823,0.241438997,5.552439708,25.67048747,18.85832927,1199,470,188,1,0.6825,11,1246,350,74,14,0,3254197.085,9.730193571,0.008805322,35.18518519,1,0.483333333,0,17.25935138,0.241685637,15.67973311,26.27713241,19.04372316,1758.288504,20.15605452,9.007506255,26.45977234,13.60855514,476.715705,5.631635649,1.834862385,26.19144122,18.42513757
"inst_ZJ_500_5",534,1070,364186,TRUE,4,12,50,500,3615346.828,3065,1786,745,0,477.7468167,477.7483667,347,80,9,0,3287892.393,9.057344997,35.0187265917603,0,0,0,5.584629389,0.078527127,7.230343738,27.28399279,22.65595285,1075,455,86,0,0.556716667,9,677,347,80,9,0,3287892.393,9.057344997,0,35.01872659,0,0,0,5.584629389,0.078527127,16.65116279,27.23500871,22.29610271,2136.956996,29.56179322,9.302325581,24.76190283,14.65965639,43.05487631,0.35260304,0.651162791,27.29357965,23.07508462
"inst_ZJ_300_10",362,726,166347,TRUE,4,12,50,500,2384911.681,1505,752,386,5,198.6006667,198.6010333,258,46,4,0,2210958.816,7.293891303,28.7292817679558,0,0,0,13.72683632,0.186527217,7.874015748,26.467814,24.11127354,627,204,60,1,0.513,7,323,261,46,3,0,2211154.867,7.285670815,0.008867255,27.90055249,1,0.216666667,0,17.65031583,0.239841447,14.51355662,27.17358772,23.7606188,1582.933281,17.12913792,9.56937799,24.5417607,14.31874523,255.577115,2.192800018,3.189792663,27.35727749,24.8810066
"inst_ZJ_300_6",334,670,143386,TRUE,4,12,50,500,2281117.306,1485,761,380,10,186.15945,186.1597667,216,53,4,0,2068188.357,9.334414693,35.3293413173653,2,0.458333333,0.553900312,12.38974724,0.172481321,9.64378801,28.343642,23.4928786,656,254,68,0,0.453033333,7,337,216,53,4,0,2068188.357,9.334414693,0,35.32934132,2,0.458333333,0.553900312,12.38974724,0.172481321,16.61585366,28.16527822,23.29308417,2037.569808,20.96166033,8.536585366,25.48221818,14.07679432,634.6829321,4.738902083,1.067073171,28.22618726,22.80847981
"inst_ZJ_300_7",377,756,180144,TRUE,4,12,50,500,2562305.706,1770,846,531,16,195.5096667,195.5101833,255,52,6,0,2346926.584,8.405676236,32.3607427055703,2,0.225,0.294627825,28.60097331,0.378056713,8.255563532,27.12392415,22.65017409,713,241,95,0,0.482866667,8,461,257,51,6,0,2347120.887,8.398093084,0.008279063,31.83023873,2,0.491666667,0.671751442,31.94622787,0.422275346,15.28751753,27.56833946,22.41816566,2510.426407,26.63085097,8.835904628,25.76757743,13.32020637,847.476645,8.29090729,2.244039271,27.56726328,23.06814649
"inst_ZJ_300_8",374,750,254706,TRUE,4,12,100,500,2485403.509,8466,5325,2748,19,197.1254667,197.1278167,251,57,3,0,2238419.513,9.93738019,32.8877005347594,1,0.15,0,2.229832402,0.031785547,1.56945131,28.89516777,22.53263762,1120,630,116,0,0.733633333,11,2117,251,57,3,0,2238419.513,9.93738019,0,32.88770053,1,0.15,0,2.229832402,0.031785547,10.35714286,28.88140034,22.29252279,3343.640871,46.8215726,13.30357143,28.04448314,15.75878968,48.36855691,0.614294384,0.535714286,29.08176413,22.66361922
"inst_ZJ_300_9",361,724,168762,TRUE,4,12,50,500,2463229.256,1673,881,429,2,190.2402833,190.24055,246,50,5,0,2271998.71,7.763408349,31.8559556786704,0,0,0,69.02394211,0.978907494,7.317073171,26.02249529,26.2266622,638,224,53,0,0.572766667,7,401,246,50,5,0,2271998.71,7.763408349,0,31.85595568,0,0,0,69.02394211,0.978907494,14.89028213,26.07559676,25.6513612,4953.828108,66.98580603,8.620689655,23.77152184,15.31027918,2040.51235,27.59186663,0.470219436,27.07307336,27.69776555
"inst_ZJ_400_10",475,952,413718,TRUE,4,12,100,500,3128456.847,13194,8359,4360,0,340.23355,340.2422,285,80,10,0,2739012.956,12.44843415,40,2,0.3,0.400693843,3.580298051,0.050409977,1.501690384,29.28055093,21.39769827,1720,1084,161,0,1.34565,17,3788,287,79,10,0,2738989.244,12.44919209,0,39.57894737,2,0.3,0.400693843,3.314369696,0.046665752,10.75581395,29.52279777,21.4452127,2491.398119,32.34237874,14.01162791,28.97968361,13.41777449,146.3496471,1.166138221,0.581395349,29.50692236,20.90891888
"inst_ZJ_400_6",489,980,429176,TRUE,4,12,100,500,3226589.711,16631,8481,7637,24,332.4608,332.4661,313,79,6,0,2889975.323,10.43251292,35.9918200408998,1,0.266666667,0,17.08057494,0.24049154,1.269978937,27.92336143,22.02467288,1728,1033,206,0,2.572566667,19,5722,313,79,6,0,2889975.323,10.43251292,0,35.99182004,1,0.266666667,0,17.08057494,0.24049154,11.57407407,27.81252015,21.86759841,3020.692177,36.50992162,16.78240741,26.96511972,14.16471017,369.9480182,3.967449668,0.347222222,28.04867319,22.29272525
"inst_ZJ_400_7",401,804,205647,TRUE,4,12,50,500,2621751.575,2169,1148,618,2,275.8343667,275.8349,259,50,14,0,2389058.253,8.875490914,35.4114713216958,3,0.566666667,0.218581284,24.20299087,0.338918603,7.409502262,24.51430177,20.25354525,800,289,110,0,0.638683333,9,554,259,50,14,0,2389058.253,8.875490914,0,35.41147132,3,0.566666667,0.218581284,24.20299087,0.338918603,16,24.52558599,20.15589058,1730.9,22.85000824,10.5,24.59755177,15.55067255,324.5933895,3.585679124,3,24.95084578,19.7341085
"inst_ZJ_400_8",402,806,207209,TRUE,4,12,50,500,2625525.916,1926,1070,444,10,272.0531333,272.0535167,281,50,7,0,2409735.598,8.218936913,30.0995024875622,3,0.327777778,0.250739647,61.4348326,0.871025648,7.742782152,26.95295504,22.3174207,750,274,74,0,0.507,8,396,281,50,7,0,2409735.598,8.218936913,0,30.09950249,3,0.327777778,0.250739647,61.4348326,0.871025648,15.46666667,27.09018031,22.21378861,4004.704322,48.14631215,8,25.85337769,13.76828163,1589.864968,19.11405408,2.4,27.91949868,24.29693514
"inst_ZJ_400_9",408,818,303293,TRUE,4,12,100,500,2652889.888,9979,6486,3078,7,276.70275,276.70515,252,63,10,0,2359192.615,11.07084296,38.2352941176471,0,0,0,3.948240325,0.053232309,1.974715286,27.9294114,18.73085133,1361,825,128,0,1.3355,15,2481,252,63,10,0,2359192.615,11.07084296,0,38.23529412,0,0,0,3.948240325,0.053232309,13.15209405,27.83647357,18.27026368,2607.751761,30.58508649,16.09110948,27.55254559,12.25343102,146.105235,1.272624954,1.249081558,27.86727165,18.39082236
"inst_ZJ_500_10",561,1124,408767,TRUE,4,12,50,500,3729520.641,4145,2270,1311,3,542.5611833,542.56415,368,80,11,0,3416964.703,8.380592792,34.4028520499109,2,0.575,0.695321668,13.90886952,0.197200539,5.608258929,25.24385631,21.8984131,1183,484,135,3,0.698366667,10,1155,368,80,11,0,3416964.703,8.380592792,0,34.40285205,2,0.575,0.695321668,13.90886952,0.197200539,16.22992392,25.09827682,20.64220367,2606.295294,27.18827567,10.65088757,23.57743549,13.86251942,874.4216558,12.13527297,1.606086221,25.40250037,22.07745369
"inst_ZJ_500_6",573,1148,591928,TRUE,4,12,100,500,3851243.137,31417,13092,17488,264,510.5169833,510.5278,328,100,15,0,3358732.588,12.78835251,42.7574171029668,2,0.2,0.188561808,19.71079002,0.279541265,0.894825574,29.32098407,21.85803574,2419,1470,369,7,5.621616667,24,14129,328,100,15,0,3358732.588,12.78835251,0,42.7574171,2,0.2,0.188561808,19.71079002,0.279541265,10.58288549,29.41056367,21.62382932,3020.016083,40.93638199,17.36254651,28.27743137,14.34264158,136.8681838,1.911016995,0.413393964,29.67649185,23.22735374
"inst_ZJ_500_7",560,1122,400681,TRUE,4,12,50,500,3715838.655,3752,2198,994,0,523.7950333,523.7963333,369,76,13,0,3366167.48,9.410289524,34.1071428571429,2,0.383333333,0.329983165,18.56930817,0.259273284,5.795739348,27.19007276,20.79439628,1193,497,136,0,0.639733333,10,909,369,76,13,0,3366387.48,9.404368922,0.006535623,34.10714286,4,0.225,0.267186992,21.03659789,0.297007111,14.58507963,27.2458958,21.38734254,2301.320587,29.98061083,10.56160939,26.39601068,14.32039335,781.3938212,6.589925457,1.676445935,27.04734707,21.08676913
"inst_ZJ_500_8",565,1132,580836,TRUE,4,12,100,500,3747448.761,23775,12101,10951,158,517.1381833,517.14635,337,102,8,0,3293421.305,12.11564145,40.353982300885,2,0.258333333,0.294627825,5.091312658,0.071684801,1.167600172,29.66295199,23.69563054,2292,1512,213,2,1.25295,21,7767,337,102,8,0,3293421.305,12.11564145,0,40.3539823,2,0.258333333,0.294627825,5.091312658,0.071684801,10.73298429,29.75262483,23.53027364,2864.796344,34.62566983,16.84118674,27.75262088,14.03571384,3.64e-12,2.75e-14,0,29.80277358,24.4149365
"inst_ZJ_500_9",532,1066,365245,TRUE,4,12,50,500,3573829.078,3811,2097,1182,0,453.5303833,453.5311667,356,79,6,0,3259171.603,8.804491427,33.0827067669173,3,0.266666667,0.259807621,12.25083426,0.17463172,5.397987191,26.94247599,20.56959667,1130,492,106,0,0.644133333,10,1025,356,79,6,0,3258916.423,8.811631668,0,33.08270677,3,0.266666667,0.259807621,9.283624956,0.132335101,14.42477876,27.11356388,20.68425384,1726.730968,22.41576186,10,25.52195959,13.76228456,428.0144975,3.215837746,1.238938053,27.43030725,21.57763363
